principal,tenure_months,interest_rate,emi_amount,annual_income,employment_years,age_years,credit_score,num_credit_lines,num_delinquencies,debt_to_income,credit_history_months,credit_utilisation,is_ntc,loan_to_income,emi_to_income_monthly,prior_loan_count,prior_default_count,prior_principal_sum,employment_status,purpose,default_flag
2760000.0,24.0,0.2298,144523.0,630000.0,8.0,54.0,700.0,12.0,2.0,0.24,148.0,0.25,0.0,4.380952380952381,2.7528190476190475,0.0,0.0,0.0,salaried,auto,0
180000.0,12.0,0.1892,16581.0,1870000.0,9.0,52.0,560.0,16.0,4.0,0.39,200.0,0.41,0.0,0.0962566844919786,0.10640213903743315,0.0,0.0,0.0,salaried,personal,0
930000.0,12.0,0.1428,83625.0,440000.0,27.0,43.0,,,,,,,1.0,2.1136363636363638,2.2806818181818183,0.0,0.0,0.0,self_employed,home,0
1650000.0,12.0,0.1777,151091.0,2720000.0,30.0,23.0,,,,,,,1.0,0.6066176470588235,0.6665779411764706,0.0,0.0,0.0,salaried,auto,0
1400000.0,24.0,0.1324,66716.0,2720000.0,30.0,23.0,,,,,,,1.0,0.5147058823529411,0.2943352941176471,1.0,0.0,1650000.0,salaried,business,0
600000.0,24.0,0.1431,28896.0,2720000.0,30.0,24.0,,,,,,,1.0,0.22058823529411764,0.12748235294117646,2.0,0.0,3050000.0,salaried,business,0
7304000000.0,36.0,0.2257,281101464.0,2720000.0,30.0,25.0,,,,,,,1.0,2685.294117647059,1240.1535176470588,3.0,0.0,3650000.0,salaried,business,0
3160000.0,36.0,0.2304,122389.0,1989000.0,13.0,34.0,850.0,10.0,0.0,0.07,0.0,0.53,0.0,1.5887380593262945,0.738395173453997,0.0,0.0,0.0,self_employed,education,0
4140000.0,24.0,0.1523,201187.0,1989000.0,13.0,34.0,850.0,10.0,0.0,0.07,2.0,0.53,0.0,2.081447963800905,1.2137978883861238,1.0,0.0,3160000.0,self_employed,education,0
4170000.0,24.0,0.2054,213337.0,2340000.0,14.0,35.0,850.0,10.0,0.0,0.07,13.0,0.53,0.0,1.7820512820512822,1.0940358974358975,2.0,0.0,7300000.0,self_employed,education,0
2679987.0,36.0,0.1918,98482.0,2340000.0,14.0,35.0,850.0,10.0,0.0,0.07,14.0,0.53,0.0,1.1452935897435896,0.5050358974358974,3.0,0.0,11470000.0,self_employed,home,0
4310000.0,36.0,0.2233,165338.0,2340000.0,14.0,36.0,850.0,10.0,0.0,0.07,16.0,0.53,0.0,1.8418803418803418,0.8478871794871795,4.0,0.0,14149987.0,self_employed,business,0
1050000.0,12.0,0.1028,92448.0,2530000.0,12.0,52.0,325.0,12.0,8.0,0.74,68.0,0.43,0.0,0.4150197628458498,0.4384885375494071,0.0,0.0,0.0,self_employed,education,0
3089924.0,24.0,0.1442,148970.0,1513000.0,12.0,40.0,,,,,,,1.0,2.042249834765367,1.181520158625248,0.0,0.0,0.0,self_employed,personal,0
2150000.0,36.0,0.1246,71884.0,1780000.0,13.0,41.0,,,,,,,1.0,1.2078651685393258,0.4846112359550562,1.0,0.0,3089924.0,self_employed,personal,0
4020000.0,36.0,0.2238,154317.0,2400000.0,18.0,24.0,565.0,5.0,4.0,0.4,147.0,0.56,0.0,1.675,0.771585,0.0,0.0,0.0,salaried,education,1
1670000.0,36.0,0.1049,54271.0,2400000.0,18.0,25.0,565.0,5.0,4.0,0.4,154.0,0.56,0.0,0.6958333333333333,0.271355,1.0,1.0,4020000.0,salaried,auto,0
2599975.0,36.0,0.16,91407.0,1615000.0,14.0,32.0,800.0,8.0,2.0,0.09,37.0,0.95,0.0,1.609891640866873,0.6791851393188854,0.0,0.0,0.0,salaried,home,0
270000.0,12.0,0.1269,24076.0,2770000.0,4.0,32.0,650.0,4.0,4.0,0.32,45.0,0.51,0.0,0.09747292418772563,0.10430036101083032,0.0,0.0,0.0,salaried,education,0
2880000.0,12.0,0.1627,261673.0,1440000.0,23.0,34.0,,,,,,,1.0,2.0,2.1806083333333333,0.0,0.0,0.0,salaried,education,1
3269951.0,24.0,0.1853,164088.0,1440000.0,23.0,35.0,,,,,,,1.0,2.2707993055555558,1.3674,1.0,1.0,2880000.0,salaried,personal,0
2420000.0,24.0,0.2011,123298.0,1480000.0,9.0,50.0,,,,,,,1.0,1.635135135135135,0.9997135135135136,0.0,0.0,0.0,salaried,auto,0
1140000.0,24.0,0.1356,54498.0,1480000.0,9.0,50.0,,,,,,,1.0,0.7702702702702703,0.4418756756756757,1.0,0.0,2420000.0,salaried,personal,0
2640000.0,36.0,0.1229,88052.0,1480000.0,9.0,51.0,,,,,,,1.0,1.7837837837837838,0.7139351351351352,2.0,0.0,3560000.0,salaried,personal,0
3330000.0,36.0,0.1588,116876.0,2710000.0,28.0,32.0,460.0,19.0,5.0,0.53,185.0,0.46,0.0,1.2287822878228782,0.5175321033210332,0.0,0.0,0.0,self_employed,personal,0
940000.0,24.0,0.1801,46933.0,2710000.0,28.0,34.0,460.0,19.0,5.0,0.53,203.0,0.46,0.0,0.34686346863468637,0.20782140221402212,1.0,0.0,3330000.0,self_employed,education,0
4230000.0,12.0,0.1998,391803.0,2710000.0,28.0,34.0,460.0,19.0,5.0,0.53,206.0,0.46,0.0,1.5608856088560885,1.734921033210332,2.0,0.0,4270000.0,self_employed,education,0
910000.0,12.0,0.2294,85583.0,2620000.0,28.0,47.0,725.0,16.0,3.0,0.2,212.0,0.96,0.0,0.3473282442748092,0.3919832061068702,0.0,0.0,0.0,salaried,business,0
1230000.0,36.0,0.2073,46170.0,2940000.0,11.0,53.0,700.0,19.0,1.0,0.25,151.0,0.89,0.0,0.41836734693877553,0.18844897959183673,0.0,0.0,0.0,self_employed,education,0
3250000.0,36.0,0.1641,114919.0,2940000.0,11.0,54.0,700.0,19.0,1.0,0.25,152.0,0.89,0.0,1.1054421768707483,0.46905714285714284,1.0,0.0,1230000.0,self_employed,home,0
2180000.0,12.0,0.1712,198951.0,2940000.0,11.0,54.0,700.0,19.0,1.0,0.25,158.0,0.89,0.0,0.7414965986394558,0.8120448979591837,2.0,0.0,4480000.0,self_employed,home,0
1230000.0,12.0,0.1396,110415.0,1840000.0,5.0,29.0,800.0,10.0,2.0,0.12,17.0,0.13,0.0,0.6684782608695652,0.7200978260869565,0.0,0.0,0.0,self_employed,education,0
1240000.0,36.0,0.1351,42086.0,1840000.0,5.0,29.0,800.0,10.0,2.0,0.12,23.0,0.13,0.0,0.6739130434782609,0.27447391304347823,1.0,0.0,1230000.0,self_employed,personal,0
4290000.0,12.0,0.1968,396745.0,1350000.0,18.0,52.0,485.0,8.0,6.0,0.54,176.0,0.57,0.0,3.1777777777777776,3.526622222222222,0.0,0.0,0.0,self_employed,auto,0
8217000000.0,36.0,0.1193,272647343.0,2507500.0,0.0,42.0,,,,,,,1.0,3276.9690927218344,1304.7928677966102,0.0,0.0,0.0,salaried,education,0
4870000.0,36.0,0.1814,176404.0,2840000.0,26.0,34.0,,,,,,,1.0,1.7147887323943662,0.7453690140845071,0.0,0.0,0.0,self_employed,personal,0
3580000.0,24.0,0.1724,177416.0,2840000.0,26.0,35.0,,,,,,,1.0,1.2605633802816902,0.7496450704225353,1.0,0.0,4870000.0,self_employed,home,0
2629938.0,24.0,0.1885,132380.0,1630000.0,26.0,49.0,810.0,17.0,2.0,0.09,223.0,0.64,0.0,1.6134588957055214,0.9745766871165643,0.0,0.0,0.0,self_employed,home,0
270000.0,12.0,0.1718,24648.0,1630000.0,26.0,49.0,810.0,17.0,2.0,0.09,226.0,0.64,0.0,0.1656441717791411,0.18145766871165642,1.0,0.0,2629938.0,self_employed,education,0
1420000.0,24.0,0.1524,69013.0,1630000.0,26.0,50.0,810.0,17.0,2.0,0.09,228.0,0.64,0.0,0.8711656441717791,0.5080711656441718,2.0,0.0,2899938.0,self_employed,home,0
380000.0,12.0,0.2248,35654.0,1630000.0,26.0,50.0,810.0,17.0,2.0,0.09,229.0,0.64,0.0,0.2331288343558282,0.26248343558282206,3.0,0.0,4319938.0,self_employed,personal,0
1450000.0,12.0,0.1911,133703.0,1630000.0,26.0,50.0,810.0,17.0,2.0,0.09,229.0,0.64,0.0,0.8895705521472392,0.9843165644171779,4.0,0.0,4699938.0,self_employed,home,0
3970000.0,12.0,0.1238,353436.0,2290000.0,12.0,24.0,350.0,3.0,7.0,0.69,99.0,0.29,0.0,1.7336244541484715,1.8520663755458515,0.0,0.0,0.0,self_employed,home,0
3510000.0,36.0,0.2163,133378.0,2640000.0,23.0,51.0,810.0,14.0,0.0,0.16,205.0,0.4099991666666667,0.0,1.3295454545454546,0.6062636363636363,0.0,0.0,0.0,salaried,auto,0
2780000.0,12.0,0.2077,258550.0,2950000.0,14.0,42.0,835.0,7.0,0.0,0.09,148.0,0.2,0.0,0.9423728813559322,1.051728813559322,0.0,0.0,0.0,self_employed,auto,0
3580000.0,12.0,0.1519,323446.0,697000.0,19.0,43.0,,,,,,,1.0,5.136298421807748,5.568654232424677,0.0,0.0,0.0,salaried,education,0
2890000.0,12.0,0.1844,265561.0,697000.0,19.0,44.0,,,,,,,1.0,4.146341463414634,4.572068866571018,1.0,0.0,3580000.0,salaried,education,0
4420000.0,24.0,0.1375,211695.0,2010000.0,6.0,34.0,775.0,4.0,0.0,0.13,121.0,0.84,0.0,2.199004975124378,1.2638507462686568,0.0,0.0,0.0,self_employed,personal,0
3420000.0,36.0,0.2213,130841.0,2010000.0,6.0,34.0,775.0,4.0,0.0,0.13,121.0,0.84,0.0,1.7014925373134329,0.7811402985074627,1.0,0.0,4420000.0,self_employed,personal,0
1060000.0,36.0,0.2083,39843.0,2010000.0,6.0,34.0,775.0,4.0,0.0,0.13,128.0,0.84,0.0,0.527363184079602,0.2378686567164179,2.0,0.0,7840000.0,self_employed,business,0
3920000.0,36.0,0.1384,133672.0,2010000.0,6.0,34.0,775.0,4.0,0.0,0.13,129.0,0.84,0.0,1.9502487562189055,0.7980417910447761,3.0,0.0,8900000.0,self_employed,home,0
590000.0,36.0,0.1819,21386.0,382500.0,19.0,34.0,435.0,5.0,6.0,0.59,190.0,0.68,0.0,1.542483660130719,0.6709333333333334,0.0,0.0,0.0,self_employed,home,0
900000.0,12.0,0.2175,84127.0,382500.0,19.0,34.0,435.0,5.0,6.0,0.59,193.0,0.68,0.0,2.3529411764705883,2.639278431372549,1.0,0.0,590000.0,self_employed,personal,1
1030000.0,24.0,0.1953,52186.0,1878500.0,8.0,24.0,,,,,,,1.0,0.548309821666223,0.33336811285600215,0.0,0.0,0.0,self_employed,personal,0
690000.0,36.0,0.1389,23546.0,2210000.0,9.0,25.0,,,,,,,1.0,0.31221719457013575,0.12785158371040725,1.0,0.0,1030000.0,self_employed,business,0
3760000.0,36.0,0.2231,144200.0,1640000.0,24.0,50.0,,,,,,,1.0,2.292682926829268,1.0551219512195122,0.0,0.0,0.0,salaried,auto,0
1670000.0,24.0,0.1116,77959.0,1640000.0,24.0,50.0,,,,,,,1.0,1.0182926829268293,0.5704317073170733,1.0,0.0,3760000.0,salaried,education,0
2270000.0,24.0,0.143,109311.0,1640000.0,24.0,51.0,,,,,,,1.0,1.3841463414634145,0.7998365853658537,2.0,0.0,5430000.0,salaried,home,0
1790000.0,36.0,0.1139,58933.0,2120000.0,5.0,40.0,415.0,15.0,7.0,0.6,222.0,0.35,0.0,0.8443396226415094,0.3335830188679245,0.0,0.0,0.0,self_employed,business,0
480000.0,24.0,0.2026,24491.0,1130000.0,25.0,26.0,635.0,10.0,4.0,0.35,16.0,0.28,0.0,0.4247787610619469,0.26008141592920353,0.0,0.0,0.0,self_employed,auto,0
2900000.0,12.0,0.2268,272374.0,1130000.0,25.0,27.0,635.0,10.0,4.0,0.35,17.0,0.28,0.0,2.566371681415929,2.892467256637168,1.0,0.0,480000.0,self_employed,education,0
950000.0,24.0,0.2105,48840.0,1130000.0,25.0,27.0,635.0,10.0,4.0,0.35,21.0,0.28,0.0,0.8407079646017699,0.5186548672566371,2.0,0.0,3380000.0,self_employed,auto,0
2270000.0,36.0,0.2177,86422.0,1130000.0,25.0,28.0,635.0,10.0,4.0,0.35,34.0,0.28,0.0,2.0088495575221237,0.9177557522123894,3.0,0.0,4330000.0,self_employed,personal,0
4150000.0,36.0,0.2269,159976.0,1940000.0,13.0,24.0,615.0,19.0,4.0,0.32,31.0,0.46,0.0,2.1391752577319587,0.9895422680412371,0.0,0.0,0.0,salaried,auto,0
110000.0,36.0,0.1738,3943.0,1940000.0,13.0,24.0,615.0,19.0,4.0,0.32,39.0,0.46,0.0,0.05670103092783505,0.024389690721649485,1.0,0.0,4150000.0,salaried,business,0
240000.0,36.0,0.2109,9053.0,1940000.0,13.0,25.0,615.0,19.0,4.0,0.32,47.0,0.46,0.0,0.12371134020618557,0.0559979381443299,2.0,0.0,4260000.0,salaried,home,0
3350000.0,36.0,0.1518,116424.0,1940000.0,13.0,25.0,615.0,19.0,4.0,0.32,49.0,0.46,0.0,1.7268041237113403,0.7201484536082474,3.0,0.0,4500000.0,salaried,education,0
450000.0,12.0,0.1703,41049.0,1940000.0,13.0,26.0,615.0,19.0,4.0,0.32,52.0,0.46,0.0,0.23195876288659795,0.2539113402061856,4.0,0.0,7850000.0,salaried,auto,0
1070000.0,24.0,0.1716,52986.0,1190000.0,7.0,45.0,825.0,20.0,1.0,0.11,167.0,0.46,0.0,0.8991596638655462,0.5343126050420168,0.0,0.0,0.0,self_employed,auto,0
3050000.0,36.0,0.1063,99320.0,1400000.0,8.0,46.0,825.0,20.0,1.0,0.11,184.0,0.46,0.0,2.1785714285714284,0.8513142857142857,1.0,0.0,1070000.0,self_employed,auto,0
4960000.0,36.0,0.2104,186970.0,950000.0,5.0,47.0,490.0,15.0,5.0,0.52,147.0,0.2899986666666667,0.0,5.221052631578948,2.3617263157894737,0.0,0.0,0.0,salaried,personal,0
1810000.0,12.0,0.1203,160842.0,952000.0,13.0,45.0,765.0,15.0,0.0,0.17,126.0,0.76,0.0,1.9012605042016806,2.027420168067227,0.0,0.0,0.0,self_employed,business,0
470000.0,24.0,0.1318,22384.0,1120000.0,14.0,45.0,765.0,15.0,0.0,0.17,132.0,0.76,0.0,0.41964285714285715,0.23982857142857145,1.0,0.0,1810000.0,self_employed,auto,0
3660000.0,24.0,0.1608,179345.0,1120000.0,14.0,45.0,765.0,15.0,0.0,0.17,134.0,0.76,0.0,3.267857142857143,1.9215535714285716,2.0,0.0,2280000.0,self_employed,personal,0
2420000.0,24.0,0.2121,124603.0,2920000.0,8.0,41.0,840.0,13.0,1.0,0.04,103.0,0.65,0.0,0.8287671232876712,0.5120671232876712,0.0,0.0,0.0,self_employed,education,0
2980000.0,36.0,0.2307,115464.0,2920000.0,8.0,41.0,840.0,13.0,1.0,0.04,103.0,0.65,0.0,1.0205479452054795,0.47450958904109586,1.0,0.0,2420000.0,self_employed,home,0
4320000.0,24.0,0.1953,218879.0,470000.0,11.0,36.0,675.0,7.0,2.0,0.25,8.0,0.37,0.0,9.191489361702128,5.5884,0.0,0.0,0.0,salaried,personal,0
3130000.0,24.0,0.1917,158038.0,470000.0,11.0,36.0,675.0,7.0,2.0,0.25,10.0,0.37,0.0,6.659574468085107,4.035012765957447,1.0,0.0,4320000.0,salaried,education,0
660000.0,12.0,0.1916,60874.0,470000.0,11.0,37.0,675.0,7.0,2.0,0.25,20.0,0.37,0.0,1.4042553191489362,1.5542297872340427,2.0,0.0,7450000.0,salaried,auto,0
990000.0,24.0,0.1527,48129.0,470000.0,11.0,37.0,675.0,7.0,2.0,0.25,24.0,0.37,0.0,2.106382978723404,1.2288255319148937,3.0,0.0,8110000.0,salaried,home,0
3210000.0,36.0,0.1935,118235.0,1290000.0,23.0,52.0,335.0,8.0,7.0,0.69,80.0,0.21,0.0,2.488372093023256,1.099860465116279,0.0,0.0,0.0,salaried,auto,0
3370000.0,36.0,0.2072,126481.0,1290000.0,23.0,53.0,335.0,8.0,7.0,0.69,93.0,0.21,0.0,2.612403100775194,1.176567441860465,1.0,0.0,3210000.0,salaried,personal,0
210000.0,36.0,0.2253,8078.0,2280000.0,12.0,33.0,,,,,,,1.0,0.09210526315789473,0.04251578947368421,0.0,0.0,0.0,salaried,auto,0
3000000.0,12.0,0.1704,273671.0,2280000.0,12.0,33.0,,,,,,,1.0,1.3157894736842106,1.4403736842105264,1.0,0.0,210000.0,salaried,auto,0
4050000.0,24.0,0.1577,197856.0,1776500.0,20.0,47.0,590.0,5.0,4.0,0.35,54.0,0.63,0.0,2.2797635800731775,1.3364886011820998,0.0,0.0,0.0,salaried,business,0
12699000000.0,24.0,0.2269,663135766.0,1776500.0,20.0,48.0,590.0,5.0,4.0,0.35,63.0,0.63,0.0,7148.3253588516745,4479.385979172531,1.0,0.0,4050000.0,salaried,personal,0
4910000.0,24.0,0.2324,257738.0,1776500.0,20.0,48.0,590.0,5.0,4.0,0.35,66.0,0.63,0.0,2.7638615254714325,1.7409828314100761,2.0,0.0,12703050000.0,salaried,home,0
3590000.0,12.0,0.1531,324553.0,1776500.0,20.0,48.0,590.0,5.0,4.0,0.35,71.0,0.63,0.0,2.0208274697438786,2.1923084717140444,3.0,0.0,12707960000.0,salaried,home,0
920000.0,36.0,0.1081,30037.0,2090000.0,21.0,49.0,590.0,5.0,4.0,0.35,73.0,0.63,0.0,0.44019138755980863,0.17246124401913876,4.0,0.0,12711550000.0,salaried,education,0
1630000.0,36.0,0.1594,57258.0,430000.0,23.0,29.0,525.0,15.0,6.0,0.46,102.0,0.78,0.0,3.7906976744186047,1.5978976744186046,0.0,0.0,0.0,salaried,personal,0
1559985.0,12.0,0.1044,137467.0,2278000.0,2.0,50.0,,,,,,,1.0,0.6848046532045654,0.7241457418788411,0.0,0.0,0.0,self_employed,business,1
490000.0,12.0,0.1748,44802.0,1173000.0,20.0,25.0,850.0,20.0,1.0,0.05,97.0,0.45,0.0,0.4177323103154305,0.4583324808184143,0.0,0.0,0.0,self_employed,education,0
4350000.0,24.0,0.1819,217569.0,1173000.0,20.0,27.0,850.0,20.0,1.0,0.05,112.0,0.45,0.0,3.70843989769821,2.225769820971867,1.0,0.0,490000.0,self_employed,auto,0
3730000.0,12.0,0.1919,344082.0,1173000.0,20.0,27.0,850.0,20.0,1.0,0.05,113.0,0.45,0.0,3.1798806479113386,3.5200204603580563,2.0,0.0,4840000.0,self_employed,business,0
1190000.0,24.0,0.2345,62590.0,1380000.0,21.0,27.0,850.0,20.0,1.0,0.05,119.0,0.45,0.0,0.8623188405797102,0.5442608695652174,3.0,0.0,8570000.0,self_employed,personal,0
3930000.0,12.0,0.1486,354456.0,1198500.0,8.0,28.0,735.0,19.0,3.0,0.21,16.0,0.41,0.0,3.27909887359199,3.5489962453066335,0.0,0.0,0.0,salaried,personal,0
3660000.0,24.0,0.2329,192214.0,2278000.0,16.0,34.0,760.0,7.0,2.0,0.19,117.0,0.47,0.0,1.6066725197541702,1.012540825285338,0.0,0.0,0.0,self_employed,business,0
2400000.0,24.0,0.2104,123373.0,2790000.0,12.0,48.0,590.0,16.0,3.0,0.41,102.0,0.35,0.0,0.8602150537634409,0.5306365591397849,0.0,0.0,0.0,self_employed,auto,0
3120000.0,36.0,0.1797,112749.0,2790000.0,12.0,49.0,590.0,16.0,3.0,0.41,110.0,0.35,0.0,1.118279569892473,0.484941935483871,1.0,0.0,2400000.0,self_employed,auto,0
700000.0,24.0,0.2149,36139.0,1350000.0,25.0,33.0,340.0,20.0,8.0,0.68,23.0,0.13,0.0,0.5185185185185185,0.32123555555555555,0.0,0.0,0.0,salaried,education,0
12367000000.0,24.0,0.1656,608841081.0,1350000.0,25.0,34.0,340.0,20.0,8.0,0.68,30.0,0.13,0.0,9160.74074074074,5411.92072,1.0,0.0,700000.0,salaried,home,0
410000.0,36.0,0.1553,14319.0,1350000.0,25.0,34.0,340.0,20.0,8.0,0.68,31.0,0.13,0.0,0.3037037037037037,0.12728,2.0,0.0,12367700000.0,salaried,auto,0
630000.0,12.0,0.1116,55727.0,1430000.0,16.0,25.0,765.0,7.0,0.0,0.17,156.0,0.24,0.0,0.4405594405594406,0.4676391608391608,0.0,0.0,0.0,self_employed,education,0
1240000.0,36.0,0.1802,44841.0,1430000.0,16.0,25.0,765.0,7.0,0.0,0.17,157.0,0.24,0.0,0.8671328671328671,0.3762881118881119,1.0,0.0,630000.0,self_employed,business,0
1600000.0,36.0,0.2001,59470.0,1430000.0,16.0,26.0,765.0,7.0,0.0,0.17,168.0,0.24,0.0,1.118881118881119,0.49904895104895103,2.0,0.0,1870000.0,self_employed,business,0
4800000.0,12.0,0.1456,432244.0,1430000.0,16.0,26.0,765.0,7.0,0.0,0.17,172.0,0.24,0.0,3.3566433566433567,3.6272223776223775,3.0,0.0,3470000.0,self_employed,business,0
3690000.0,12.0,0.1012,324616.0,1760000.0,8.0,41.0,850.0,7.0,1.0,0.04,156.0,0.93,0.0,2.096590909090909,2.2132909090909094,0.0,0.0,0.0,salaried,education,0
2380000.0,24.0,0.1849,119384.0,1760000.0,8.0,41.0,850.0,7.0,1.0,0.04,163.0,0.93,0.0,1.3522727272727273,0.8139818181818183,1.0,0.0,3690000.0,salaried,auto,0
4460000.0,12.0,0.1996,413065.0,1760000.0,8.0,42.0,850.0,7.0,1.0,0.04,175.0,0.93,0.0,2.534090909090909,2.816352272727273,2.0,0.0,6070000.0,salaried,auto,0
3660000.0,24.0,0.1971,185761.0,2340000.0,21.0,42.0,335.0,16.0,8.0,0.77,23.0,0.18,0.0,1.564102564102564,0.9526205128205129,0.0,0.0,0.0,self_employed,business,0
2210000.0,24.0,0.1551,107692.0,1844500.0,11.0,34.0,600.0,2.0,4.0,0.37,157.0,0.4,0.0,1.1981566820276497,0.7006256438059094,0.0,0.0,0.0,self_employed,personal,0
3940000.0,36.0,0.1459,135792.0,1844500.0,11.0,34.0,600.0,2.0,4.0,0.37,161.0,0.4,0.0,2.1360802385470317,0.8834394144754676,1.0,0.0,2210000.0,self_employed,education,0
4420000.0,24.0,0.2391,233492.0,2170000.0,12.0,35.0,600.0,2.0,4.0,0.37,171.0,0.4,0.0,2.0368663594470044,1.2912,2.0,0.0,6150000.0,self_employed,auto,0
3690000.0,12.0,0.2262,346465.0,2700000.0,18.0,49.0,775.0,18.0,1.0,0.13,118.0,0.55,0.0,1.3666666666666667,1.5398444444444443,0.0,0.0,0.0,salaried,personal,0
4340000.0,24.0,0.1645,213434.0,2700000.0,18.0,50.0,775.0,18.0,1.0,0.13,119.0,0.55,0.0,1.6074074074074074,0.9485955555555555,1.0,0.0,3690000.0,salaried,auto,0
3140000.0,12.0,0.2236,294431.0,2700000.0,18.0,50.0,775.0,18.0,1.0,0.13,120.0,0.55,0.0,1.162962962962963,1.3085822222222223,2.0,0.0,8030000.0,salaried,personal,0
4420000.0,12.0,0.1393,396713.0,2700000.0,18.0,51.0,775.0,18.0,1.0,0.13,135.0,0.55,0.0,1.637037037037037,1.7631688888888888,3.0,0.0,11170000.0,salaried,personal,0
1900000.0,24.0,0.1433,91521.0,470000.0,19.0,39.0,390.0,1.0,8.0,0.63,106.0,0.48,0.0,4.042553191489362,2.3367063829787234,0.0,0.0,0.0,self_employed,personal,1
1550000.0,12.0,0.2092,144267.0,470000.0,19.0,39.0,390.0,1.0,8.0,0.63,111.0,0.48,0.0,3.297872340425532,3.683412765957447,1.0,1.0,1900000.0,self_employed,business,1
3060000.0,12.0,0.2064,284400.0,470000.0,19.0,39.0,390.0,1.0,8.0,0.63,118.0,0.48,0.0,6.51063829787234,7.261276595744682,2.0,2.0,3450000.0,self_employed,personal,0
1720000.0,36.0,0.1823,62381.0,470000.0,19.0,39.0,390.0,1.0,8.0,0.63,118.0,0.48,0.0,3.6595744680851063,1.5927063829787236,3.0,2.0,6510000.0,self_employed,auto,1
860000.0,12.0,0.1005,75628.0,2480000.0,27.0,46.0,410.0,19.0,7.0,0.6,198.0,0.2,0.0,0.3467741935483871,0.365941935483871,0.0,0.0,0.0,self_employed,education,0
1680000.0,12.0,0.2326,158259.0,2480000.0,27.0,46.0,410.0,19.0,7.0,0.6,206.0,0.2,0.0,0.6774193548387096,0.7657693548387097,1.0,0.0,860000.0,self_employed,auto,0
730000.0,24.0,0.1681,36026.0,1310000.0,8.0,41.0,,,,,,,1.0,0.5572519083969466,0.3300091603053435,0.0,0.0,0.0,self_employed,business,1
1869990.0,12.0,0.1113,165386.0,460000.0,28.0,53.0,300.0,18.0,9.0,0.75,143.0,0.21,0.0,4.065195652173913,4.314417391304348,0.0,0.0,0.0,self_employed,business,0
3780000.0,36.0,0.2094,142295.0,460000.0,28.0,54.0,300.0,18.0,9.0,0.75,149.0,0.21,0.0,8.217391304347826,3.712043478260869,1.0,0.0,1869990.0,self_employed,education,1
100000.0,24.0,0.1291,4750.0,460000.0,28.0,54.0,300.0,18.0,9.0,0.75,150.0,0.21,0.0,0.21739130434782608,0.12391304347826086,2.0,1.0,5649990.0,self_employed,home,0
350000.0,24.0,0.1793,17462.0,460000.0,28.0,54.0,300.0,18.0,9.0,0.75,154.0,0.21,0.0,0.7608695652173914,0.4555304347826087,3.0,1.0,5749990.0,self_employed,personal,0
4420000.0,36.0,0.228,170637.0,2600000.0,7.0,30.0,335.0,15.0,8.0,0.69,216.0,0.4,0.0,1.7,0.7875553846153847,0.0,0.0,0.0,salaried,home,0
4670000.0,24.0,0.136,223339.0,2600000.0,7.0,30.0,335.0,15.0,8.0,0.69,217.0,0.4,0.0,1.7961538461538462,1.0307953846153846,1.0,0.0,4420000.0,salaried,home,0
3620000.0,24.0,0.2392,191249.0,1980500.0,24.0,44.0,690.0,19.0,1.0,0.25,132.0,0.37,0.0,1.8278212572582682,1.1587922241858117,0.0,0.0,0.0,salaried,personal,0
2740000.0,12.0,0.1283,244511.0,1980500.0,24.0,44.0,690.0,19.0,1.0,0.25,136.0,0.37,0.0,1.3834890179247665,1.481510729613734,1.0,0.0,3620000.0,salaried,auto,0
3590000.0,24.0,0.102,165992.0,1980500.0,24.0,45.0,690.0,19.0,1.0,0.25,144.0,0.37,0.0,1.8126735672809897,1.0057581418833628,2.0,0.0,6360000.0,salaried,personal,0
1280000.0,12.0,0.2153,119511.0,2330000.0,25.0,46.0,690.0,19.0,1.0,0.25,151.0,0.37,0.0,0.5493562231759657,0.6155072961373391,3.0,0.0,9950000.0,salaried,personal,0
1020000.0,12.0,0.2336,96135.0,391000.0,17.0,44.0,660.0,4.0,2.0,0.29,63.0,0.82,0.0,2.608695652173913,2.9504347826086956,0.0,0.0,0.0,self_employed,education,0
870000.0,24.0,0.1513,42237.0,2363000.0,11.0,31.0,610.0,20.0,3.0,0.34,179.0,0.53,0.0,0.3681760473973762,0.214491747778248,0.0,0.0,0.0,salaried,business,0
910000.0,24.0,0.1432,43829.0,1170000.0,11.0,49.0,540.0,10.0,6.0,0.46,14.0,0.67,0.0,0.7777777777777778,0.4495282051282051,0.0,0.0,0.0,self_employed,business,0
3760000.0,24.0,0.1445,181329.0,1040000.0,24.0,26.0,,,,,,,1.0,3.6153846153846154,2.092257692307692,0.0,0.0,0.0,salaried,home,0
4930000.0,36.0,0.1199,163723.0,1040000.0,24.0,26.0,,,,,,,1.0,4.740384615384615,1.8891115384615385,1.0,0.0,3760000.0,salaried,auto,0
1310000.0,24.0,0.102,60571.0,1040000.0,24.0,26.0,,,,,,,1.0,1.2596153846153846,0.6988961538461538,2.0,0.0,8690000.0,salaried,education,0
3380000.0,24.0,0.1353,161534.0,1120000.0,15.0,33.0,525.0,12.0,6.0,0.44,15.0,0.5,0.0,3.017857142857143,1.7307214285714287,0.0,0.0,0.0,salaried,auto,0
10209000000.0,24.0,0.1649,502257889.0,1120000.0,15.0,33.0,525.0,12.0,6.0,0.44,19.0,0.5,0.0,9115.17857142857,5381.334525,1.0,0.0,3380000.0,salaried,personal,0
